"location"	"County"	"sample_collect_date"	"DoseNumber"	"Number_of_Vaccines"	"StandardizedVaccines"	"labels"
"Potlatch"	"Latah"	2021-08-06	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-08-09	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-08-13	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-08-14	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-08-16	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-08-17	2	6	0.283687943262411	"2nd Dose"
"Potlatch"	"Latah"	2021-08-18	2	5	0.236406619385343	"2nd Dose"
"Potlatch"	"Latah"	2021-08-20	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-08-25	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-08-30	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-08-31	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-09-01	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-02	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-09-04	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-07	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-08	2	5	0.236406619385343	"2nd Dose"
"Potlatch"	"Latah"	2021-09-09	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-09-10	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-09-11	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-09-13	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-09-14	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-15	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-09-20	2	6	0.283687943262411	"2nd Dose"
"Potlatch"	"Latah"	2021-09-21	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-09-22	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-09-23	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-09-25	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-26	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-09-27	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-09-28	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-09-29	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-01	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-10-02	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-10-04	2	10	0.472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-05	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-06	2	5	0.236406619385343	"2nd Dose"
"Potlatch"	"Latah"	2021-10-11	2	5	0.236406619385343	"2nd Dose"
"Potlatch"	"Latah"	2021-10-12	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-10-13	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-15	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-20	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-10-21	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-10-22	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-25	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-26	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-28	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-10-29	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-11-01	2	4	0.189125295508274	"2nd Dose"
"Potlatch"	"Latah"	2021-11-02	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-11-03	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-11-04	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-11-08	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-11-11	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-11-12	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-11-15	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-11-19	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-11-26	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-11-29	2	3	0.141843971631206	"2nd Dose"
"Potlatch"	"Latah"	2021-11-30	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-12-02	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-12-03	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-12-04	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-06	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-07	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-09	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-10	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-13	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-14	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2021-12-16	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-17	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-28	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2021-12-30	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-01-06	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-01-09	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-11	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-13	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-17	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-18	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-20	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-24	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-25	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-27	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-01-29	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-02	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-03	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-04	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-17	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-19	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-21	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-02-22	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-02-23	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-02-24	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-02-28	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-03-03	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-03-08	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-03-28	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-03-29	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-04-04	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-04-11	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-05-27	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-06-07	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-07-13	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-07-19	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-09-26	2	2	0.0945626477541371	"2nd Dose"
"Potlatch"	"Latah"	2022-10-31	2	1	0.0472813238770686	"2nd Dose"
"Potlatch"	"Latah"	2022-11-10	2	2	0.0945626477541371	"2nd Dose"
"Troy"	"Latah"	2021-01-08	2	7	0.347394540942928	"2nd Dose"
"Troy"	"Latah"	2021-01-09	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-01-10	2	16	0.794044665012407	"2nd Dose"
"Troy"	"Latah"	2021-01-11	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-01-12	2	6	0.297766749379653	"2nd Dose"
"Troy"	"Latah"	2021-01-18	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-01-26	2	7	0.347394540942928	"2nd Dose"
"Troy"	"Latah"	2021-01-28	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-01-29	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-02-02	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-02-03	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-02-04	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-02-09	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-02-11	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-02-12	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-02-16	2	6	0.297766749379653	"2nd Dose"
"Troy"	"Latah"	2021-02-17	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-02-18	2	32	1.58808933002481	"2nd Dose"
"Troy"	"Latah"	2021-02-19	2	32	1.58808933002481	"2nd Dose"
"Troy"	"Latah"	2021-02-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-02-23	2	7	0.347394540942928	"2nd Dose"
"Troy"	"Latah"	2021-02-24	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-02-26	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-02-27	2	26	1.29032258064516	"2nd Dose"
"Troy"	"Latah"	2021-03-01	2	23	1.14143920595533	"2nd Dose"
"Troy"	"Latah"	2021-03-02	2	14	0.694789081885856	"2nd Dose"
"Troy"	"Latah"	2021-03-03	2	9	0.446650124069479	"2nd Dose"
"Troy"	"Latah"	2021-03-04	2	17	0.843672456575682	"2nd Dose"
"Troy"	"Latah"	2021-03-05	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-03-08	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-03-09	2	21	1.04218362282878	"2nd Dose"
"Troy"	"Latah"	2021-03-10	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-03-11	2	60	2.97766749379653	"2nd Dose"
"Troy"	"Latah"	2021-03-12	2	29	1.43920595533499	"2nd Dose"
"Troy"	"Latah"	2021-03-13	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-03-15	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-03-16	2	23	1.14143920595533	"2nd Dose"
"Troy"	"Latah"	2021-03-17	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-03-18	2	25	1.24069478908189	"2nd Dose"
"Troy"	"Latah"	2021-03-23	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-03-24	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-03-25	2	11	0.54590570719603	"2nd Dose"
"Troy"	"Latah"	2021-03-26	2	13	0.645161290322581	"2nd Dose"
"Troy"	"Latah"	2021-03-27	2	14	0.694789081885856	"2nd Dose"
"Troy"	"Latah"	2021-03-29	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-03-30	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-03-31	2	8	0.397022332506204	"2nd Dose"
"Troy"	"Latah"	2021-04-01	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-04-02	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-04-03	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-04-04	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-04-05	2	9	0.446650124069479	"2nd Dose"
"Troy"	"Latah"	2021-04-06	2	8	0.397022332506204	"2nd Dose"
"Troy"	"Latah"	2021-04-07	2	11	0.54590570719603	"2nd Dose"
"Troy"	"Latah"	2021-04-08	2	30	1.48883374689826	"2nd Dose"
"Troy"	"Latah"	2021-04-09	2	38	1.88585607940447	"2nd Dose"
"Troy"	"Latah"	2021-04-10	2	6	0.297766749379653	"2nd Dose"
"Troy"	"Latah"	2021-04-12	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-04-13	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-04-14	2	9	0.446650124069479	"2nd Dose"
"Troy"	"Latah"	2021-04-15	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-04-16	2	13	0.645161290322581	"2nd Dose"
"Troy"	"Latah"	2021-04-17	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-04-19	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-04-20	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-04-21	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-04-22	2	12	0.595533498759305	"2nd Dose"
"Troy"	"Latah"	2021-04-23	2	7	0.347394540942928	"2nd Dose"
"Troy"	"Latah"	2021-04-24	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-04-26	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-04-28	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-04-29	2	9	0.446650124069479	"2nd Dose"
"Troy"	"Latah"	2021-04-30	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-05-03	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-05-04	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-05-05	2	8	0.397022332506204	"2nd Dose"
"Troy"	"Latah"	2021-05-06	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-05-07	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-05-08	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-05-10	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-05-12	2	6	0.297766749379653	"2nd Dose"
"Troy"	"Latah"	2021-05-13	2	8	0.397022332506204	"2nd Dose"
"Troy"	"Latah"	2021-05-14	2	9	0.446650124069479	"2nd Dose"
"Troy"	"Latah"	2021-05-15	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-05-18	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-05-19	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-05-20	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-05-21	2	12	0.595533498759305	"2nd Dose"
"Troy"	"Latah"	2021-05-24	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-05-27	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-05-28	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-05-29	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-06-01	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-06-02	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-03	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-06-04	2	7	0.347394540942928	"2nd Dose"
"Troy"	"Latah"	2021-06-05	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-06-07	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-06-09	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-06-10	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-11	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-15	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-16	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-17	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-06-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-06-23	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-24	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-06-25	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-06-26	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-06-28	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-06-30	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-01	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-03	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-07-05	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-07-06	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-07	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-09	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-13	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-07-14	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-16	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-20	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-07-21	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-24	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-26	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-27	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-28	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-29	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-07-31	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-08-05	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-08-06	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-07	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-09	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-11	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-13	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-14	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-08-15	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-17	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-19	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-08-20	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-08-21	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-23	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-08-25	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-08-26	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-08-28	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-08-30	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-09-01	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-04	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-09-07	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-09-10	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-09-11	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-09-12	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-14	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-15	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-09-18	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-09-19	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-20	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-09-23	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-09-24	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-09-25	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-09-30	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-10-01	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-10-03	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-04	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-05	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-06	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-07	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-10-12	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-14	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-10-15	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-16	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-18	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-19	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-21	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-23	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-10-24	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-25	2	5	0.248138957816377	"2nd Dose"
"Troy"	"Latah"	2021-10-26	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-10-27	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-10-29	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-10-30	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-01	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-11-02	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-03	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-05	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-06	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-11-08	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-09	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-10	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-11-11	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-12	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-11-16	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-17	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-11-18	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-22	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-23	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-11-24	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-12-02	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-03	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-04	2	4	0.198511166253102	"2nd Dose"
"Troy"	"Latah"	2021-12-08	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-12-09	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-12-10	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-12-11	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-12-13	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-16	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-17	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-12-18	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-12-20	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2021-12-21	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-23	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2021-12-28	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2021-12-29	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-04	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-10	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-11	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-12	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-13	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-19	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-22	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2022-01-25	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-26	2	3	0.148883374689826	"2nd Dose"
"Troy"	"Latah"	2022-01-28	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2022-01-29	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-01-31	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2022-02-13	2	2	0.0992555831265509	"2nd Dose"
"Troy"	"Latah"	2022-02-17	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-02-23	2	1	0.0496277915632754	"2nd Dose"
"Troy"	"Latah"	2022-02-25	2	1	0.0496277915632754	"2nd Dose"
