"location"	"County"	"sample_collect_date"	"DoseNumber"	"Number_of_Vaccines"	"StandardizedVaccines"	"labels"
"Potlatch"	"Latah"	2021-07-07	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-07-15	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-07-17	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-07-21	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-07-22	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-07-23	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-07-26	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-07-27	1	8	0.378250591016548	"1st Dose"
"Potlatch"	"Latah"	2021-07-28	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-07-30	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-07-31	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-01	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-02	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-03	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-04	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-05	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-06	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-10	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-08-11	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-12	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-13	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-14	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-17	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-18	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-08-19	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-20	1	5	0.236406619385343	"1st Dose"
"Potlatch"	"Latah"	2021-08-21	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-23	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-08-25	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-08-26	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-28	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-08-29	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-30	1	10	0.472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-08-31	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-09-01	1	6	0.283687943262411	"1st Dose"
"Potlatch"	"Latah"	2021-09-02	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-09-05	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-09-08	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-09-10	1	6	0.283687943262411	"1st Dose"
"Potlatch"	"Latah"	2021-09-11	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-09-13	1	9	0.425531914893617	"1st Dose"
"Potlatch"	"Latah"	2021-09-14	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-09-15	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-09-16	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-09-17	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-09-20	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-09-21	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-09-27	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-09-28	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-09-29	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-09-30	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-10-08	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-11	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-10-13	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-10-14	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-10-15	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-16	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-19	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-22	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-25	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-10-29	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-11-03	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-11-06	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-11-08	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-11-09	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2021-11-11	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-11-12	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-11-15	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-11-18	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-11-19	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-11-23	1	3	0.141843971631206	"1st Dose"
"Potlatch"	"Latah"	2021-11-30	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-12-01	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-03	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-06	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-12-09	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-12-10	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-13	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-15	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-16	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-17	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-19	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-20	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2021-12-23	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2021-12-30	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-01-03	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-05	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-07	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-01-11	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-13	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-20	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-01-24	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-28	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-01-29	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-01-31	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-02-01	1	4	0.189125295508274	"1st Dose"
"Potlatch"	"Latah"	2022-02-03	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-02-07	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-02-10	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-02-15	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-02-22	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-02-28	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-03-01	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-03-04	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-03-21	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-03-29	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-04-23	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-06-10	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-06-22	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-06-25	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-08-20	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-09-03	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-09-13	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-09-20	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-10-03	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-10-20	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-10-24	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-10-25	1	2	0.0945626477541371	"1st Dose"
"Potlatch"	"Latah"	2022-10-26	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-10-27	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-11-09	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2022-11-23	1	1	0.0472813238770686	"1st Dose"
"Potlatch"	"Latah"	2023-01-04	1	1	0.0472813238770686	"1st Dose"
"Troy"	"Latah"	2020-12-18	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2020-12-19	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2020-12-20	1	16	0.794044665012407	"1st Dose"
"Troy"	"Latah"	2020-12-21	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2020-12-22	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2020-12-28	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2020-12-30	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2020-12-31	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-05	1	10	0.496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-11	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-12	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-01-14	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-01-15	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-18	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-19	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-01-20	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-01-21	1	34	1.68734491315136	"1st Dose"
"Troy"	"Latah"	2021-01-22	1	32	1.58808933002481	"1st Dose"
"Troy"	"Latah"	2021-01-23	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-24	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-01-25	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-01-26	1	7	0.347394540942928	"1st Dose"
"Troy"	"Latah"	2021-01-27	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-01-29	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-02-01	1	24	1.19106699751861	"1st Dose"
"Troy"	"Latah"	2021-02-02	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-02-03	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-02-04	1	16	0.794044665012407	"1st Dose"
"Troy"	"Latah"	2021-02-05	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-02-06	1	27	1.33995037220844	"1st Dose"
"Troy"	"Latah"	2021-02-08	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-02-09	1	27	1.33995037220844	"1st Dose"
"Troy"	"Latah"	2021-02-10	1	7	0.347394540942928	"1st Dose"
"Troy"	"Latah"	2021-02-11	1	13	0.645161290322581	"1st Dose"
"Troy"	"Latah"	2021-02-12	1	10	0.496277915632754	"1st Dose"
"Troy"	"Latah"	2021-02-13	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-02-15	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-02-16	1	8	0.397022332506204	"1st Dose"
"Troy"	"Latah"	2021-02-17	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-02-18	1	52	2.58064516129032	"1st Dose"
"Troy"	"Latah"	2021-02-19	1	26	1.29032258064516	"1st Dose"
"Troy"	"Latah"	2021-02-23	1	19	0.942928039702233	"1st Dose"
"Troy"	"Latah"	2021-02-24	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-02-25	1	22	1.09181141439206	"1st Dose"
"Troy"	"Latah"	2021-02-26	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-02-27	1	16	0.794044665012407	"1st Dose"
"Troy"	"Latah"	2021-03-01	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-03-02	1	6	0.297766749379653	"1st Dose"
"Troy"	"Latah"	2021-03-03	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-03-04	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-03-05	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-03-06	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-03-07	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-03-08	1	7	0.347394540942928	"1st Dose"
"Troy"	"Latah"	2021-03-09	1	16	0.794044665012407	"1st Dose"
"Troy"	"Latah"	2021-03-10	1	11	0.54590570719603	"1st Dose"
"Troy"	"Latah"	2021-03-11	1	14	0.694789081885856	"1st Dose"
"Troy"	"Latah"	2021-03-12	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-03-13	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-03-15	1	10	0.496277915632754	"1st Dose"
"Troy"	"Latah"	2021-03-16	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-03-17	1	14	0.694789081885856	"1st Dose"
"Troy"	"Latah"	2021-03-18	1	31	1.53846153846154	"1st Dose"
"Troy"	"Latah"	2021-03-19	1	38	1.88585607940447	"1st Dose"
"Troy"	"Latah"	2021-03-20	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-03-22	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-03-23	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-03-24	1	8	0.397022332506204	"1st Dose"
"Troy"	"Latah"	2021-03-25	1	6	0.297766749379653	"1st Dose"
"Troy"	"Latah"	2021-03-26	1	8	0.397022332506204	"1st Dose"
"Troy"	"Latah"	2021-03-27	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-03-29	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-03-30	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-03-31	1	8	0.397022332506204	"1st Dose"
"Troy"	"Latah"	2021-04-01	1	13	0.645161290322581	"1st Dose"
"Troy"	"Latah"	2021-04-02	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-04-05	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-04-06	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-04-07	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-04-08	1	18	0.893300248138958	"1st Dose"
"Troy"	"Latah"	2021-04-09	1	8	0.397022332506204	"1st Dose"
"Troy"	"Latah"	2021-04-13	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-04-14	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-04-15	1	7	0.347394540942928	"1st Dose"
"Troy"	"Latah"	2021-04-16	1	12	0.595533498759305	"1st Dose"
"Troy"	"Latah"	2021-04-17	1	9	0.446650124069479	"1st Dose"
"Troy"	"Latah"	2021-04-19	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-04-20	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-04-21	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-04-22	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-04-23	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-04-26	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-04-29	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-04-30	1	18	0.893300248138958	"1st Dose"
"Troy"	"Latah"	2021-05-01	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-05-04	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-05	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-06	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-05-07	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-05-08	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-10	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-05-11	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-05-12	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-05-13	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-05-14	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-05-15	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-17	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-18	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-05-19	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-20	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-05-21	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-05-25	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-26	1	6	0.297766749379653	"1st Dose"
"Troy"	"Latah"	2021-05-27	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-28	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-05-29	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-06-01	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-02	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-06-03	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-04	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-08	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-10	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-11	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-12	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-14	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-15	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-06-16	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-17	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-21	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-22	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-06-25	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-28	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-29	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-06-30	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-01	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-07-03	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-07-06	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-07	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-08	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-14	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-15	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-16	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-07-17	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-18	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-20	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-07-22	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-07-28	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-07-29	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-07-30	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-08-02	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-08-03	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-04	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-08-05	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-08-06	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-07	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-09	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-08-12	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-13	1	7	0.347394540942928	"1st Dose"
"Troy"	"Latah"	2021-08-14	1	6	0.297766749379653	"1st Dose"
"Troy"	"Latah"	2021-08-15	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-08-19	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-20	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-08-21	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-08-22	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-23	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-08-24	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-08-25	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-08-27	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-08-28	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-08-31	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-09-01	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-02	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-09-03	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-09-04	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-09-07	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-08	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-09	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-10	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-09-11	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-12	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-14	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-15	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-16	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-09-17	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-18	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-19	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-09-20	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-21	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-22	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-23	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-09-27	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-28	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-29	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-09-30	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-01	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-10-02	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-10-03	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-04	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-05	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-06	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-10-08	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-12	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-13	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-14	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-10-16	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-19	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-21	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-22	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-27	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-10-30	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-01	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-02	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-03	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-05	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-11-06	1	4	0.198511166253102	"1st Dose"
"Troy"	"Latah"	2021-11-08	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-11-10	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-12	1	5	0.248138957816377	"1st Dose"
"Troy"	"Latah"	2021-11-16	1	2	0.0992555831265509	"1st Dose"
"Troy"	"Latah"	2021-11-18	1	1	0.0496277915632754	"1st Dose"
"Troy"	"Latah"	2021-11-19	1	3	0.148883374689826	"1st Dose"
"Troy"	"Latah"	2021-11-20	1	4	0.198511166253102	"1st Dose"
